epoch,accuracy,loss,val_accuracy,val_loss
0,0.57664233,0.6717179008643993,0.43414634,0.6828377161707196
1,0.6788321,0.6227144142136957,0.7707317,0.6002441900117057
2,0.7287105,0.568091444145444,0.75609756,0.5523634127208165
3,0.756691,0.5034620771297863,0.68292683,0.5652098187378475
4,0.80778587,0.46053314383012534,0.6390244,0.5833607316017151
